,Prices,,,,,,
DATE,MSFT,XOM,GE,JPM,INTC,C,SPINDX
03.03.92,123.25,55.63,78.5,33.25,64.88,41.75,412.85
04.03.92,122.5,55,77.63,32.63,63.75,42,409.33
05.03.92,121.25,55.63,77.75,31.5,63.5,41.5,406.51
06.03.92,118.25,55.63,77.5,31.13,62.25,40.25,404.44
09.03.92,119,55.5,77.5,32.63,62.25,40,405.21
10.03.92,121.75,55.38,77.75,32.38,64.5,40,406.89
11.03.92,120.25,55.38,77.13,32,62.5,39.75,404.03
12.03.92,121.13,56.5,77.13,31.5,64,39.5,403.89
13.03.92,121,57.13,78,32.13,64,39.75,405.84
16.03.92,124.25,56.88,78,32.25,65.38,39.75,406.39
17.03.92,128,56.88,78.63,33.38,65.75,39.5,409.58
18.03.92,126.38,55.75,78.5,33.63,66.63,39.75,409.15
19.03.92,127.5,55.38,78.13,34.63,65.63,39.63,409.8
20.03.92,128.5,54.75,78.63,35.38,65,39.38,411.3
23.03.92,128.5,55.25,78.13,34.75,63.25,39.25,409.91
24.03.92,127.5,55.13,77.75,34.38,61.25,40,408.88
25.03.92,128.5,55,77.88,34.38,60.25,41,407.52
26.03.92,125,55.75,76.88,35,58.75,41.63,407.86
27.03.92,121.25,55.13,76.13,34.63,55.25,40.38,403.5
30.03.92,120,55,76,33.38,53.25,41.13,403
31.03.92,118.5,54.75,75.75,32.75,55.25,40.25,403.69
01.04.92,120.5,55.13,76.38,32.63,55.75,39.88,404.23
02.04.92,117,54.75,75.25,31.5,55.25,38.38,400.5
03.04.92,117.5,55.88,74.88,31,54.75,38.5,401.55
06.04.92,121.25,57.75,75.63,32.13,57.88,39.25,405.59
07.04.92,116,56.63,74.13,30.63,56.25,37.88,398.06
08.04.92,117.25,57.25,72.88,29.5,57.5,37,394.5
09.04.92,120,57.25,74.75,30.5,57.25,37.75,400.64
10.04.92,116,57.63,76,31.75,51.13,38.63,404.29
13.04.92,117.5,56.63,75.25,31.75,49.88,39.5,406.08
14.04.92,117,57.63,76.75,34.13,52.25,39.88,412.39
15.04.92,128.88,59,78,34,53.5,38.88,416.28
16.04.92,127.63,58.75,79,34.25,52.25,39.63,416.04
20.04.92,118.13,58.63,78.75,33.88,51,38.63,410.18
21.04.92,116.13,59.13,77.75,34.75,50.5,38.25,410.26
22.04.92,117.63,58,77.25,36,52.25,38.38,409.81
23.04.92,115.75,59.25,76.63,36.5,52,38.5,411.6
24.04.92,112.25,58.88,75.88,35.75,51.75,38.38,409.02
27.04.92,113.25,58.75,75.88,36,51,38.63,408.45
28.04.92,109,59.25,76,35.63,50.75,38.63,409.11
29.04.92,111.38,59.13,75.75,35.5,52.13,39.75,412.02
30.04.92,110.25,60,76.63,35.13,53.5,40.63,414.95
01.05.92,113.75,59.25,75.75,35.75,52.63,41.75,412.53
04.05.92,114,60,77.25,37.25,52.5,41.13,416.91
05.05.92,116.5,59.88,77,37.75,54.38,40.75,416.84
06.05.92,116,59.38,77,38.5,53.75,40.75,416.79
07.05.92,115,58.63,76.88,38,53.75,40,415.85
08.05.92,114.5,58.88,77.5,37.38,53.38,40,416.05
11.05.92,114,59.5,79.13,37.75,53.13,39.88,418.49
12.05.92,114.25,58.88,79,37.88,51.63,39.63,416.29
13.05.92,112.75,59.5,78.38,38.63,51.25,39.25,416.45
14.05.92,110.75,60,77.88,38,49,39.38,413.14
15.05.92,110,59.25,77.25,37.5,48.25,38.88,410.09
18.05.92,112.75,59.75,76.88,37.63,47.25,38.75,412.81
19.05.92,114.5,60,78.13,37.75,47,38.75,416.37
20.05.92,116.75,59.25,77.63,37.63,47.88,38.63,415.39
21.05.92,116.63,59.63,76.75,37.25,47.5,38.5,412.6
22.05.92,115.75,60.5,76.63,37.25,48.5,38.63,414.02
26.05.92,115.5,64,75.13,36,47.75,38.5,411.41
27.05.92,115,61.75,75.88,36,49.5,38.5,412.17
28.05.92,119,62,77.13,35.88,50.5,38.5,416.74
29.05.92,121,60.63,76.38,36.5,50,38.38,415.35
01.06.92,124.25,61.38,76.38,37,51,38.5,417.3
02.06.92,122.88,61.38,75.5,37.38,51.13,38.13,413.5
03.06.92,123,62.88,76,37.75,51.5,37.88,414.59
04.06.92,122.63,63,76.25,38,50.25,37.25,413.26
05.06.92,121,62.75,77.5,37.88,50,37.5,413.48
08.06.92,118.25,62.5,76.25,38,50.63,38.88,413.36
09.06.92,115,63.5,76.13,37.88,50.88,37.25,410.06
10.06.92,112.5,62.88,75.88,38.13,50.13,36.88,407.25
11.06.92,108,63.25,76.75,37.88,50,37.38,409.05
12.06.92,112.5,61.88,76.25,37.5,49.5,38,409.76
15.06.92,75.75,62.13,76.5,37.25,48.5,38.63,410.29
16.06.92,72.75,62.13,77.38,36.88,48.5,38.5,408.32
17.06.92,72.38,62.13,76,34.88,47.75,37.38,402.26
18.06.92,72.25,61.38,76,35.38,51,37.25,400.96
19.06.92,73.5,62.38,76,35.75,52.75,37.38,403.67
22.06.92,74.25,62,76.25,35.38,54,38,403.4
23.06.92,73.5,61.38,76.38,35.75,55,37.88,404.04
24.06.92,72.25,61.5,76.38,35.63,54.75,37.38,403.84
25.06.92,70,61.38,77.25,36.25,54.38,37.25,403.12
26.06.92,66.75,61.5,78,37.13,55.25,37.63,403.45
29.06.92,72.25,62.25,79,36.88,57.75,39.13,408.94
30.06.92,70,61.88,77.75,37.13,57,38.38,408.14
01.07.92,72.13,61.75,78.5,37.88,58,39.5,412.88
02.07.92,69.88,61.88,77.25,38.88,55.88,39.13,411.77
06.07.92,69.5,62.13,77.38,37.88,57,39.88,413.84
07.07.92,68,61.75,76.13,37.63,56.13,38.5,409.16
08.07.92,68.63,61.75,77,37.5,57,38.75,410.28
09.07.92,69,61.63,77.75,38.25,57.5,39.38,414.23
10.07.92,69.38,61.5,76.38,38.88,56.5,39.63,414.62
13.07.92,70,61.13,76.75,37.75,56.75,39.13,414.87
14.07.92,71.13,62,77.88,37.88,58.25,40.88,417.68
15.07.92,71.5,61.38,78.13,36.88,58.25,41.25,417.1
16.07.92,72.25,62.5,77.38,35.63,58,41.25,417.54
17.07.92,70.25,62.13,77.5,35.88,56,40.63,415.62
20.07.92,69.25,62.13,77.25,36.88,55.75,40.63,413.75
21.07.92,71.75,61.75,77.13,36,56.5,41.63,413.76
22.07.92,70,62,76.5,34.88,55.25,41.5,410.93
23.07.92,71,63,76.88,34,57.5,41.63,412.08
24.07.92,72.75,62.38,74.75,34.13,58.25,41.25,411.6
27.07.92,73,62,75,34.25,56.75,41.13,411.54
28.07.92,74,62.13,75.75,34.75,59.25,42,417.52
29.07.92,74,62,77.13,34.5,58.75,43,422.23
30.07.92,73.13,63.38,76.25,34.63,59,43.25,423.92
31.07.92,72.75,63.5,76.5,34.88,59.75,44,424.21
03.08.92,73.75,64.25,75.25,34.63,60.88,43.88,425.09
04.08.92,73.88,65,75.5,34.38,60.63,43.75,424.36
05.08.92,72,64,74.88,33.5,59.38,43.75,422.19
06.08.92,71.5,63.88,75.63,33.63,58.5,44,420.59
07.08.92,70.75,63.5,75.5,33.38,58.63,42.88,418.88
10.08.92,70.88,64.38,75.63,32.63,59.13,43,419.42
11.08.92,71.38,64.38,75.75,33.63,59,43.25,418.9
12.08.92,71,63.38,75.13,33.63,57.75,42.5,417.78
13.08.92,70.88,64.13,75.25,33.75,58.5,42.25,417.73
14.08.92,71,64,75.5,34.63,59.63,42.63,419.91
17.08.92,69.5,63.63,76,34.38,58.5,43.13,420.74
18.08.92,69.5,64.38,76.63,34.13,57.75,43,421.34
19.08.92,69.25,64.88,76.13,32.75,56,42.5,418.19
20.08.92,70.38,65.38,76.13,33.63,57.13,42.13,418.26
21.08.92,69.75,63.25,75.13,33.25,56.5,41.5,414.85
24.08.92,69,64.25,74.13,32.13,55.13,40.5,410.72
25.08.92,70.38,63.75,74,31.5,56.25,40.75,411.61
26.08.92,71.63,64,73.75,32,57,40.63,413.51
27.08.92,73.63,63.63,74.25,32.75,57.75,41.25,413.53
28.08.92,74.38,64.13,73.38,32.88,57.75,40.75,414.84
31.08.92,74.5,64.25,74,32.5,58,39.75,414.03
01.09.92,74.5,64.38,74.25,33.25,59.13,40.88,416.07
02.09.92,75.38,64.25,74.5,33.63,60.75,40.88,417.98
03.09.92,76.63,62.25,74.75,32.75,62.25,40.75,417.98
04.09.92,76,62.5,74.63,33.25,61.25,40.5,417.08
08.09.92,76.75,62.5,74.13,31.5,61,40.13,414.44
09.09.92,78.13,62.75,74.5,31,63,39.88,416.36
10.09.92,79,62.88,75.25,31.38,64.25,41.5,419.95
11.09.92,78.75,62.88,75.13,30.75,64,40.63,419.58
14.09.92,81.75,62.75,77.5,32.25,65.5,42.5,425.27
15.09.92,81.25,62.38,77.25,31.5,63.75,41.25,419.77
16.09.92,80.38,63.13,78,31.38,63.75,40.75,419.92
17.09.92,81.13,63.13,79,31.13,64.5,41.13,419.93
18.09.92,79.88,64,79.63,31,65.25,40.88,422.93
21.09.92,79.13,64.13,78.5,30.75,64.88,41.13,422.14
22.09.92,77.75,63.63,77.25,30.25,64.25,43,417.14
23.09.92,79.13,64.13,77.63,30.75,66.63,42.75,417.44
24.09.92,80.25,63.75,77.88,30.75,66,44.38,418.47
25.09.92,78.75,63.5,77.88,31.38,64.75,43,414.35
28.09.92,77,64.63,79.25,32,65.25,42.75,416.62
29.09.92,78.75,63.88,78.13,32.13,65.5,42.25,416.8
30.09.92,80.5,63.88,78.25,32.63,65.75,43.75,417.8
01.10.92,79.63,63.75,77.88,32.75,63.75,44.25,416.29
02.10.92,78.75,63.25,75.75,32,62.5,43.5,410.47
05.10.92,81.75,62.5,75.38,31.75,63.63,43.5,407.57
06.10.92,82.5,62.13,74.5,31.88,65.5,43.5,407.18
07.10.92,81.13,61.88,73.75,31.63,65.75,42.63,404.25
08.10.92,83.38,62.88,75.5,31.13,66.25,43.63,407.75
09.10.92,82.38,61.63,75,31,66.5,43.25,402.66
12.10.92,83.88,61.5,75.38,31.75,65.88,42.5,407.44
13.10.92,84.25,61.75,74.88,31.63,64.63,42.25,409.3
14.10.92,83.5,62.13,75,31.75,63.13,42.5,409.37
15.10.92,84.5,62.75,75.13,31.25,64,42,409.6
16.10.92,85.38,63.13,76.25,31.38,63.25,42.5,411.73
19.10.92,87.88,63.25,76.38,33.5,65.88,42.88,414.98
20.10.92,87.88,62.63,76.5,33.5,66.75,42.88,415.48
21.10.92,90,62.63,76,33.63,69,42.63,415.67
22.10.92,89.75,62,76.38,33.88,67.75,42.75,414.9
23.10.92,88.63,62,75.88,34.13,67.13,42.38,414.1
26.10.92,90,61.88,76.88,35.38,68.5,43,418.16
27.10.92,88,62.75,76.63,34.75,67.25,43,418.49
28.10.92,88.5,62.5,77.75,34.75,67.25,43.25,420.13
29.10.92,90,62.13,77.5,34.75,66.5,43,420.86
30.10.92,88.75,61.25,76.75,34.38,67.5,42.75,418.68
02.11.92,89.63,60.25,78.5,35,67.75,43.25,422.75
03.11.92,88.25,59.5,78.13,34.75,67.25,42.5,419.92
04.11.92,88.5,59.88,78.38,34.88,67.63,42.5,417.11
05.11.92,91.88,59.25,78.25,35.13,70,42,418.34
06.11.92,92.75,58.25,77.5,35.25,69,42.88,417.58
09.11.92,91.88,58.5,78,35.63,69.25,42.63,418.59
10.11.92,92.88,58.88,77.25,35.88,69.88,43.13,418.62
11.11.92,93.75,58.5,78.38,36.25,70.38,44.38,422.2
12.11.92,93.5,58.75,78.75,36.5,69.25,45.25,422.87
13.11.92,93.25,59.25,78.88,36.63,70,44.5,422.43
16.11.92,92.75,58.88,78,36.5,68.75,44.5,420.68
17.11.92,90,58.75,78,36,67.75,44.5,419.27
18.11.92,92,60,78.75,35.88,69.5,44,422.85
19.11.92,94,60,78.13,35.75,69.75,44.38,423.61
20.11.92,95,60.75,80,35.63,70.5,44.88,426.65
23.11.92,88.5,59.75,82.13,36.38,69.75,44.88,425.12
24.11.92,91.5,59.63,82.63,36.38,70.25,45.5,427.59
25.11.92,91.13,59.88,82.88,37.38,70.5,46,429.19
27.11.92,91.75,59.5,82.88,37.63,71,46.5,430.16
30.11.92,93.13,59.5,83.25,37.5,71.5,47.75,431.35
01.12.92,93.13,59,82.13,36.75,73,48.38,430.78
02.12.92,90.75,58.5,82.75,36.75,73.25,48.5,429.89
03.12.92,91.63,58.75,81.63,37,77.25,48.25,429.91
04.12.92,91.75,59.88,82.63,37.38,78.75,48.25,432.06
07.12.92,93.38,60,82.88,37,79,47.75,435.31
08.12.92,92.5,60.38,83.5,37.25,78.25,48.63,436.99
09.12.92,92,60.63,84,36.5,79.5,48,435.65
10.12.92,89,61.25,83.38,35.63,80.5,48.25,434.64
11.12.92,86.38,60.88,83.75,36.13,78.88,48,433.73
14.12.92,87.13,60.5,83.25,36.25,78,48,432.84
15.12.92,86.38,61.13,84.13,36.63,77.38,47.25,432.57
16.12.92,87,61.13,83.5,36.38,83.5,46.63,431.52
17.12.92,90,62,85.25,36.75,86.5,46.63,435.43
18.12.92,90,62.88,86.75,36.88,85.5,49.88,441.28
21.12.92,90.5,62.88,87.5,37.75,90,48.63,440.7
22.12.92,87.75,62.38,87,38.63,88.75,48.63,440.31
23.12.92,87.25,61.88,86.38,38.5,90,49.13,439.03
24.12.92,87.25,62.13,86.5,38.5,90,49,439.77
28.12.92,87.5,62.5,86.88,38.75,90.38,49.5,439.15
29.12.92,86.5,61.63,86.25,38.75,89,48.5,437.98
30.12.92,85.88,61.38,86.63,38.75,88,48.75,438.82
31.12.92,85.38,61.13,85.5,38.63,87,48.38,435.71
04.01.93,85.13,61.38,85.5,38.63,86.5,48.75,435.38
05.01.93,86.5,62,86.5,38,91,48.75,434.34
06.01.93,89,61.75,86.13,38.38,98.63,49.25,434.52
07.01.93,87.25,61.63,85.88,37.63,99.63,50,430.73
08.01.93,87.13,60.63,85.75,37.88,98.75,49.5,429.05
11.01.93,89.13,60.5,85,38.38,102.38,48.63,430.95
12.01.93,89.75,60,85.13,38.63,102,49.63,431.04
13.01.93,91.25,60.25,84.75,39.13,110.13,50.25,433.03
14.01.93,91.25,60.38,84.88,40.38,112.75,52,435.94
15.01.93,89.75,60.13,84.63,40.5,111.75,52.13,437.15
18.01.93,89.25,59.38,84.63,41.25,116.63,51.88,436.84
19.01.93,88.38,58.88,84.13,41.63,114.75,51,435.13
20.01.93,88.38,58.5,82.63,40.38,112.63,51.75,433.37
21.01.93,89.5,58.13,83.5,39.75,112,51.75,435.49
22.01.93,89.38,58.13,84.38,39.88,111.5,52.5,436.11
25.01.93,88.5,60.63,85,39.5,112.75,52.88,440.01
26.01.93,88,61.25,85.13,40.25,114.38,53,439.95
27.01.93,86.25,60.5,84.63,41.75,112.63,53.25,438.11
28.01.93,87,61.63,85.5,40.5,109,53.88,438.66
29.01.93,86.5,61.13,86.13,40.63,106.75,53.13,438.78
01.02.93,87.5,61.5,86.25,41,111.25,54.13,442.52
02.02.93,89,62.25,85,41.13,111.25,55.25,442.55
03.02.93,88.38,62.5,86.13,41.63,108.88,57,447.2
04.02.93,85,62,86.63,42.13,109.25,58.63,449.56
05.02.93,89,61.88,86.88,42.88,106.88,56.25,448.93
08.02.93,85.75,62.88,86.75,42.75,106.13,56.75,447.85
09.02.93,83.88,62.5,86.63,42.38,110.5,55.5,445.33
10.02.93,85.5,62.38,86.75,42.38,114.5,56.38,446.23
11.02.93,85.25,62.38,86.38,42.5,112.38,56.75,447.66
12.02.93,83.63,61.75,85,41.88,111,56,444.58
16.02.93,80.13,62.13,83,40.5,105.88,52.63,433.91
17.02.93,80.25,61.75,82.5,40.13,108.5,52.88,433.3
18.02.93,81.63,61.88,81.88,39.75,110,53,431.9
19.02.93,79.75,64.25,82.25,41.13,115.38,55,434.22
22.02.93,76.75,64.5,83.13,41.88,114.5,54,435.24
23.02.93,79.5,63.5,83.5,40.75,113.25,52,434.8
24.02.93,83.88,63.5,84.13,41.88,117.75,52.75,440.87
25.02.93,84.38,63.63,84.5,41.63,118,55.25,442.34
26.02.93,83.38,63.63,84.13,40.5,116.5,54.88,443.38
01.03.93,81.5,63.88,83.38,41,115.25,36.5,442.01
02.03.93,84.63,64.5,85.5,41.88,119.5,37.88,447.9
03.03.93,84.75,64,85.63,42,119.88,38.5,449.26
04.03.93,83.75,64.38,85,41,118.63,37.63,447.34
05.03.93,82.75,63.25,85.75,40.88,115.75,38.13,446.11
08.03.93,83.63,64.5,87.5,41.88,119,40,454.71
09.03.93,84.25,64.13,87.25,42.88,118,44.75,454.4
10.03.93,85,63.88,87.75,44,117.13,46.88,456.33
11.03.93,86.5,63.38,87.5,43.38,116.88,48,453.72
12.03.93,89,62.63,86.5,42.75,117.63,49.5,449.83
15.03.93,87.63,63.25,86.38,42.75,118.63,49.75,451.43
16.03.93,87.75,64,86.88,43.25,119.75,47.88,451.37
17.03.93,85.38,64.13,87.13,42,114.75,46.63,448.31
18.03.93,85.25,64.88,88.38,41.75,115.75,47,451.89
19.03.93,84.25,64.63,88.63,41.13,113.75,45.13,450.18
22.03.93,83.38,64.88,88.88,41.38,113,45.38,448.88
23.03.93,83.13,64.63,88.13,40.75,112.5,44.88,448.76
24.03.93,86.25,65,89.88,39.88,114.25,46.38,448.07
25.03.93,87.38,65.63,90.13,40,115.38,46.25,450.88
26.03.93,86.63,65.25,89.75,40.63,114.13,46.88,447.78
29.03.93,87,66.25,90.25,41.13,114.25,46.63,450.77
30.03.93,91,66.5,90.88,40.75,115.5,46.75,451.97
31.03.93,92.5,66.13,89.13,40.38,115,46.13,451.67
01.04.93,93,65.5,89.63,40.75,111.5,44.75,450.3
02.04.93,89.75,66.13,89,38.88,107.5,45.13,441.39
05.04.93,91.5,67,89.5,39.88,110.13,44.88,442.29
06.04.93,89.75,67.63,91.38,39.25,111.5,44.25,441.16
07.04.93,90.25,68.25,91.75,40.25,114,45.75,442.73
08.04.93,89,68,92,40.25,113,45.5,441.84
12.04.93,90.13,68.75,93.25,42.38,117.5,46.63,448.37
13.04.93,88.88,68.5,93.13,43.38,112.63,49,449.22
14.04.93,89,68.63,94.38,42.75,112.75,49.88,448.66
15.04.93,87.13,68,95.63,41.25,111.63,48.38,448.4
16.04.93,87,69,95.25,41.38,110,47.75,448.94
19.04.93,87,67.88,95,40.63,97.75,46.88,447.46
20.04.93,86.75,66.63,94.38,40.25,101,46.13,445.1
21.04.93,84.88,66.25,92.88,39.75,102.75,45.5,443.63
22.04.93,83.25,65.88,92.25,39.13,96,45.75,439.46
23.04.93,81.38,64.25,93.13,37.88,92.75,45.5,437.03
26.04.93,80.38,64.38,92,36.88,87.38,41.63,433.54
27.04.93,82.5,65.38,92.5,37.88,92,44,438.01
28.04.93,86,65.75,90.38,38.25,94.5,44.75,438.02
29.04.93,85.5,66,91.63,38.63,95.75,44.38,438.89
30.04.93,85.5,66,90.63,38.25,95.13,46,440.19
03.05.93,86.13,66.25,90.88,38.38,97,45,442.46
04.05.93,88,65.5,89.75,39.5,101.38,45.63,444.05
05.05.93,89.25,64.88,92.25,38.5,101.5,45.38,444.52
06.05.93,87.25,65.38,93.5,38,101.25,45,443.26
07.05.93,87,64.13,94.25,37.63,102,44.63,442.31
10.05.93,89.13,63.63,94.13,38.25,102.5,46,442.8
11.05.93,87.75,63.75,93,39.5,99.5,46.38,444.36
12.05.93,86.5,64.13,93.38,39.38,98,46.5,444.8
13.05.93,85.75,63.5,92.25,37.25,97.88,45.75,439.23
14.05.93,85.5,63.75,93.25,36.63,97.5,44.38,439.56
17.05.93,86.5,64.38,93.63,36.13,99,44.5,440.37
18.05.93,88.5,64.25,92.25,36,101.25,44.88,440.32
19.05.93,92.5,64.63,93.25,37.38,104.5,45.25,447.57
20.05.93,94.13,65.25,93,37.75,104.25,46.38,450.59
21.05.93,92.5,64.75,92.13,36.5,103.5,46.25,445.84
24.05.93,92.13,65,92.75,36.88,103.75,46,448
25.05.93,91.25,65,92.25,37.38,103.75,45.88,448.85
26.05.93,95.25,64.63,93,39.25,110.5,47.38,453.44
27.05.93,94.13,64.88,93.88,38.38,112.75,47.38,452.41
28.05.93,92.63,65.5,92.75,38.38,110.88,46.38,450.19
01.06.93,96.25,65.13,94,39,115.5,46.38,453.83
02.06.93,95.75,64.88,94,38,114.75,47.13,453.85
03.06.93,94.63,65,94.13,37.88,113.88,46.63,452.49
04.06.93,94,65.25,93.88,37.13,112.75,46,450.06
07.06.93,93.25,65.38,93.63,35.5,58.13,44,447.69
08.06.93,92.25,66.25,93.38,36.25,56.63,44.38,444.71
09.06.93,91,67.38,93.38,37.25,55.88,44.13,445.78
10.06.93,91.13,67,93.38,37.38,54.63,44,445.38
11.06.93,89.38,65.25,94.25,38.5,56.5,44.25,447.26
14.06.93,92.25,65.5,92.88,38.88,57.13,45.88,447.71
15.06.93,92.5,64.75,94.13,38.88,57.75,45.38,446.27
16.06.93,91.25,66.25,95.38,39,56.5,45.38,447.43
17.06.93,90.88,67.13,95.25,39.5,56.13,45.38,448.54
18.06.93,87.5,65.75,94.88,38.88,55.38,45,443.68
21.06.93,88.63,65.5,95.25,40.13,56.75,45.75,446.22
22.06.93,88,66.13,95,40.88,55.5,46,445.93
23.06.93,88.63,65.25,96,39.75,55,45.75,443.19
24.06.93,88.5,65.5,95.5,40.63,53.75,49.25,446.62
25.06.93,88.5,65.38,94.75,40.88,54.63,49.88,447.6
28.06.93,90.25,66.13,95.38,41.88,56,52.63,451.85
29.06.93,89,65.25,95.63,40.88,56.5,52.13,450.69
30.06.93,88,66.13,95.75,40.88,55,52.63,450.53
01.07.93,87.13,65.13,95.13,40.63,54,51.88,449.02
02.07.93,87.25,64.63,95.63,39.88,53.88,50.5,445.84
06.07.93,86,64,94.63,40.25,53.25,50.13,441.43
07.07.93,83.38,64.25,94.63,40.38,52.63,51.75,442.83
08.07.93,84.88,64.38,97,40.63,54.75,53.5,448.64
09.07.93,84.63,63.88,97,40.38,56,52.25,448.11
12.07.93,83.75,64.5,97.38,40.5,55.63,54,448.98
13.07.93,82.75,64.75,98,39.5,54.5,52.38,448.09
14.07.93,84.25,64.63,98.63,39,53.38,51.5,450.08
15.07.93,83.5,64.25,98.88,39.75,52.75,51.88,449.22
16.07.93,81.13,63.5,99.88,39.88,50.5,51.5,445.75
19.07.93,78.75,64.75,99.5,39.75,50.88,52.38,446.03
20.07.93,80.5,64.13,99.13,39.75,52,53.38,447.31
21.07.93,79,64.13,99,40.38,51.13,54,447.18
22.07.93,77.63,64.13,98,39.88,50,52.38,444.51
23.07.93,77.63,65.13,97.75,40.25,51.75,53.5,447.1
26.07.93,78.25,65.63,98.75,40.75,52.88,53.5,449.09
27.07.93,75.5,66.63,98.25,40.25,53,53.5,448.24
28.07.93,78.25,66.5,97.75,40.88,53.63,53.75,447.19
29.07.93,79,66.13,98.75,41.13,53,54.38,450.24
30.07.93,74,65.63,98.5,41.25,52.25,54,448.13
02.08.93,72.75,66,99,41,52.63,54.25,450.15
03.08.93,73,65.13,98.63,41.63,53,55,449.27
04.08.93,73,64.5,98.25,42.25,55,54.88,448.54
05.08.93,74.75,64,99.5,42.25,55.75,54.25,448.13
06.08.93,73.25,64.75,99.38,42,57.25,55,448.68
09.08.93,73,64.63,99.38,42,57.75,56.75,450.72
10.08.93,71,64.88,99,41.5,56.88,56.75,449.45
