,Prices,,,,,,
DATE,MSFT,XOM,GE,JPM,INTC,C,SPINDX
07.06.12,29.23,80.69,19,32.81,25.94,26.91,1314.99
08.06.12,29.65,80.84,19.2,33.68,26.41,27.77,1325.66
11.06.12,28.895,80.27,19.11,32.82,25.985,26.48,1308.93
12.06.12,29.29,81.26,19.48,33.77,26.52,27.62,1324.18
13.06.12,29.13,80.63,19.37,34.3,26.54,27.67,1314.88
14.06.12,29.34,82.13,19.72,34.65,26.98,27.91,1329.1
15.06.12,30.02,83.22,20,35.03,27.34,28.31,1342.84
18.06.12,29.84,83.11,19.75,34.62,27.42,27.55,1344.78
19.06.12,30.7,84.48,20,35.38,27.51,28.5,1357.98
20.06.12,30.93,84.97,20.1,36.45,27.64,28.86,1355.69
21.06.12,30.135,82.11,19.53,35.51,26.71,27.83,1325.51
22.06.12,30.7,82.11,19.81,35.99,26.935,27.99,1335.02
25.06.12,29.865,81.24,19.52,35.32,26.05,26.75,1313.72
26.06.12,30.02,82.4,19.8,35.71,26.005,26.73,1319.99
27.06.12,30.17,83.2,20.13,36.78,26.22,27.1,1331.85
28.06.12,29.91,83.1,20.2,35.88,25.83,26.39,1329.04
29.06.12,30.59,85.57,20.84,35.73,26.65,27.41,1362.16
02.07.12,30.56,85.34,20.49,36.28,26.665,27.46,1365.51
03.07.12,30.76,86.28,20.43,35.88,26.86,27.65,1374.02
05.07.12,30.7,85.57,20.33,34.38,26.55,26.84,1367.58
06.07.12,30.185,84.8,20,33.9,26.155,26.36,1354.68
09.07.12,30,83.65,20.04,33.96,26.17,26.11,1352.46
10.07.12,29.74,83.11,19.62,34.25,25.56,25.88,1341.47
11.07.12,29.3,84.38,19.68,34.59,25.39,25.87,1341.45
12.07.12,28.63,84.12,19.44,34.04,24.74,25.28,1334.76
13.07.12,29.39,85.47,19.77,36.07,25.25,26.65,1356.78
16.07.12,29.44,85.05,19.59,35.09,25.13,26.81,1353.64
17.07.12,29.66,85.73,19.72,34.99,25.38,27.38,1363.67
18.07.12,30.45,86.21,19.84,34.96,26.21,27.1,1372.78
19.07.12,30.665,86.21,19.8,34.46,26.06,26.59,1376.51
20.07.12,30.115,85.95,19.87,33.9,25.52,25.87,1362.66
23.07.12,29.28,85.21,20.09,34.44,25.26,25.34,1350.52
24.07.12,29.15,84.58,19.97,34.73,25.005,25.24,1338.31
25.07.12,28.83,85.24,20,35.17,25.13,25.79,1337.89
26.07.12,29.16,86.52,20.56,35.81,25.5,26.28,1360.02
27.07.12,29.755,87.45,20.92,36.89,26.02,27.3,1385.97
30.07.12,29.64,87.56,20.8,36.14,25.76,27.14,1385.3
31.07.12,29.47,86.85,20.75,36,25.7,27.13,1379.32
01.08.12,29.41,86.91,20.73,36,25.93,26.78,1375.32
02.08.12,29.19,85.88,20.52,35.17,25.91,26.18,1365
03.08.12,29.75,87.55,20.96,36.09,26.23,27.4,1390.99
06.08.12,29.95,87.45,20.97,36.3,26.31,28.56,1394.23
07.08.12,30.26,87.92,21.12,37.01,26.5,28.89,1401.35
08.08.12,30.33,88.28,21.01,37.16,26.6,28.86,1402.22
09.08.12,30.5,88.2,21.06,36.92,26.7,28.86,1402.8
10.08.12,30.42,88.44,21.1,36.97,26.88,28.9,1405.87
13.08.12,30.39,88.14,20.99,36.99,26.69,28.78,1404.11
14.08.12,30.13,88.2,20.94,37.1,26.48,28.77,1403.93
15.08.12,30.2,88,20.96,37.07,26.27,28.74,1405.53
16.08.12,30.78,88.67,21.05,37.1,26.59,28.82,1415.51
17.08.12,30.9,88.4,21,36.98,26.33,29.03,1418.16
20.08.12,30.74,87.95,20.93,37.37,26.23,29.98,1418.13
21.08.12,30.8,87.46,20.85,38.04,26.11,30.73,1413.17
22.08.12,30.54,87.73,20.78,37.83,25.73,30.49,1413.49
23.08.12,30.255,87.31,20.64,37.23,25.04,29.585,1402.08
24.08.12,30.56,88.05,20.8,37.17,24.91,29.83,1411.13
27.08.12,30.69,87.74,20.85,37.23,24.84,29.69,1410.44
28.08.12,30.63,88.1,20.81,37.13,25,29.34,1409.3
29.08.12,30.65,87.9,20.82,37.3,24.668,29.91,1410.49
30.08.12,30.32,87.2,20.64,36.9,24.27,29.65,1399.48
31.08.12,30.82,87.3,20.71,37.14,24.83,29.71,1406.58
04.09.12,30.385,87.12,20.51,37.01,24.415,29.7,1404.94
05.09.12,30.39,87.33,20.65,37.11,24.39,29.77,1403.44
06.09.12,31.345,88.99,21.31,38.69,25.095,31.12,1432.12
07.09.12,30.95,89.92,21.59,39.3,24.19,32.07,1437.92
10.09.12,30.72,89.48,21.48,38.76,23.26,31.83,1429.08
11.09.12,30.79,89.62,21.59,39.6,23.34,32.66,1433.56
12.09.12,30.78,89.55,21.89,39.92,23.19,33.05,1436.56
13.09.12,30.935,91.23,22.02,41.4,23.355,34.45,1459.99
14.09.12,31.21,92.3,22.11,41.57,23.37,34.79,1465.77
17.09.12,31.21,91.91,22.05,41.19,23.31,34.06,1461.19
18.09.12,31.175,91.65,22.24,41.26,23.37,33.94,1459.32
19.09.12,31.052,90.57,22.43,41.34,23.15,34.18,1461.05
20.09.12,31.45,91.52,22.43,41.25,23.1788,33.81,1460.26
21.09.12,31.19,91.92,22.53,40.88,23.125,33.67,1460.15
24.09.12,30.78,91.88,22.36,41.23,22.795,33.49,1456.89
25.09.12,30.39,91.74,22.31,40.55,22.535,32.86,1441.59
26.09.12,30.165,91.23,22.1,40.24,22.645,32.51,1433.32
27.09.12,30.16,91.8,22.73,40.68,23.085,32.97,1447.15
28.09.12,29.76,91.45,22.71,40.48,22.655,32.72,1440.67
01.10.12,29.49,91.8,22.81,40.97,22.755,32.75,1444.49
02.10.12,29.66,91.72,22.79,40.92,22.84,33.26,1445.75
03.10.12,29.86,91.7,22.91,40.86,22.55,34.06,1450.99
04.10.12,30.03,92.22,22.95,41.82,22.465,34.96,1461.4
05.10.12,29.85,92.55,23.12,41.71,22.68,34.77,1460.93
08.10.12,29.78,92.68,22.92,41.66,22.51,34.78,1455.88
09.10.12,29.28,92.13,22.62,41.38,21.9,34.6,1441.48
10.10.12,28.98,91.03,22.43,41.77,21.76,35.14,1432.56
11.10.12,28.95,91.17,22.51,42.1,21.68,35.52,1432.84
12.10.12,29.2,91.03,22.48,41.62,21.4803,34.75,1428.59
15.10.12,29.51,91.51,22.64,42.38,21.73,36.66,1440.13
16.10.12,29.49,92.38,22.64,42.83,22.35,37.25,1454.92
17.10.12,29.59,93.39,22.91,43.32,21.79,38.43,1460.91
18.10.12,29.495,93.48,22.81,43.01,21.67,38.42,1457.34
19.10.12,28.64,92.15,22.03,42.32,21.265,37.16,1433.19
22.10.12,28,92.19,21.7,42.09,21.46,37.72,1433.82
23.10.12,28.047,90.18,21.28,41.33,21.59,36.89,1413.11
24.10.12,27.9019,89.88,21.26,41.71,21.46,37.3,1408.75
25.10.12,27.88,90.43,21.26,41.67,21.69,37.41,1412.97
26.10.12,28.21,90.62,21.11,41.16,21.95,36.6,1411.94
31.10.12,28.54,91.17,21.06,41.68,21.63,37.39,1412.16
01.11.12,29.515,91.6,21.34,42.84,22.26,37.95,1427.59
02.11.12,29.4998,90.27,21.31,42.42,22.06,37.6,1414.2
05.11.12,29.63,90.63,21.41,42.27,21.8391,37.32,1417.26
06.11.12,29.86,91.61,21.59,42.88,21.73,38.47,1428.39
07.11.12,29.08,88.18,21.13,40.48,20.91,36.05,1394.53
08.11.12,28.81,87.0695,20.89,40.4,20.83,36,1377.51
09.11.12,28.83,87.21,21,40.62,20.8,35.93,1379.85
12.11.12,28.22,87.32,20.89,40.58,20.765,36.42,1380.03
13.11.12,27.0895,86.47,20.68,40.04,20.28,36.16,1374.53
14.11.12,26.84,86.07,20.01,39.29,19.96,35.02,1355.49
15.11.12,26.6607,86.14,20.06,39.39,20.03,35.21,1353.33
16.11.12,26.5209,86.45,20.15,39.53,20.19,34.98,1359.88
19.11.12,26.7277,87.67,20.66,40.59,20.25,36.1,1386.89
20.11.12,26.71,87.5,20.62,40.7,19.5132,36,1387.81
21.11.12,26.95,88.01,20.68,40.73,19.36,35.77,1391.03
23.11.12,27.7,89.09,21.04,41.09,19.72,36.03,1409.15
26.11.12,27.385,88.62,21.06,40.88,19.885,35.57,1406.29
27.11.12,27.08,87.35,20.87,40.75,19.93,35.04,1398.94
28.11.12,27.36,88.1,21.14,40.83,20.09,35.07,1409.93
29.11.12,26.95,88.12,21.13,41.22,19.53,35.21,1415.95
30.11.12,26.615,88.14,21.13,41.08,19.565,34.57,1416.18
03.12.12,26.4294,87.61,20.82,40.81,19.54,34.22,1409.46
04.12.12,26.37,87.19,20.86,40.57,19.9694,34.29,1407.05
05.12.12,26.67,87.73,21.23,41.2,19.85,36.46,1409.28
06.12.12,26.725,88,21.37,41.47,20.16,37.02,1413.94
07.12.12,26.455,88.6,21.46,42.56,20.155,37.64,1418.07
10.12.12,26.94,88.41,21.39,42.31,20.08,37.19,1418.55
11.12.12,27.32,88.99,21.51,42.64,20.65,37,1427.84
12.12.12,27.24,89.45,21.78,42.77,20.67,37.53,1428.48
13.12.12,27.11,88.58,21.62,42.78,20.49,37.29,1419.45
14.12.12,26.81,88.08,21.62,42.81,20.5267,37.6,1413.58
17.12.12,27.095,88.87,21.93,43.48,20.57,39.15,1430.36
18.12.12,27.56,89.56,21.69,43.87,20.96,39.46,1446.79
19.12.12,27.31,88.4364,21.01,43.53,21.1,39.45,1435.81
20.12.12,27.68,88.89,21.05,44.53,21.0293,40.17,1443.69
21.12.12,27.45,87.23,20.88,44,20.765,39.49,1430.15
24.12.12,27.06,86.92,20.82,43.92,20.64,39.38,1426.66
26.12.12,26.86,87.07,20.77,43.96,20.65,39.55,1419.83
27.12.12,26.96,86.86,20.69,43.63,20.51,39.25,1418.1
28.12.12,26.55,85.1,20.44,43.24,20.23,39.01,1402.43
31.12.12,26.7097,86.55,20.99,43.9691,20.62,39.56,1426.19
02.01.13,27.62,88.71,21.34,44.66,21.38,41.25,1462.42
03.01.13,27.25,88.55,21.1,44.57,21.32,41.39,1459.37
04.01.13,26.74,88.96,21.2,45.36,21.16,42.4298,1466.47
07.01.13,26.69,87.93,21.13,45.41,21.25,42.47,1461.89
08.01.13,26.55,88.48,20.9,45.5,21.09,42.46,1457.15
09.01.13,26.7,88.14,20.95,45.47,21.45,42.04,1461.02
10.01.13,26.46,89.1,21.17,46.15,21.8,42.83,1472.12
11.01.13,26.83,89.61,21.13,46.14,22,42.34,1472.05
14.01.13,26.89,89.58,21.12,45.88,21.999,42.22,1470.68
15.01.13,27.21,89.53,21.2,46.35,21.88,42.57,1472.34
16.01.13,27.04,89.47,21.12,46.82,22.11,42.48,1472.63
17.01.13,27.25,90.2,21.3,46.44,22.68,41.24,1480.94
18.01.13,27.25,90.8,22.04,46.46,21.25,41.66,1485.98
22.01.13,27.15,90.92,22.01,46.54,21.17,41.78,1492.56
23.01.13,27.61,90.7,21.94,46.23,21.11,42.02,1494.81
24.01.13,27.63,91.35,22.05,46.37,20.95,42.8,1494.82
25.01.13,27.88,91.73,22.29,47.16,20.96,42.91,1502.96
28.01.13,27.911,91.11,22.5,46.64,21.05,42.34,1500.18
29.01.13,28.01,91.76,22.5,47.12,21.28,42.16,1507.84
30.01.13,27.85,90.67,22.23,47.13,21.37,41.95,1501.96
31.01.13,27.45,89.97,22.28,47.05,21.04,42.16,1498.11
01.02.13,27.93,90.04,22.62,47.85,21.355,43.02,1513.17
04.02.13,27.44,89.15,22.31,47.68,21.16,42.21,1495.71
05.02.13,27.495,89.74,22.54,48.79,21.1784,42.92,1511.29
06.02.13,27.34,89.79,22.44,48.61,20.99,43.05,1512.12
07.02.13,27.283,88.25,22.48,48.23,20.81,42.87,1509.39
08.02.13,27.55,88.61,22.5,48.63,21,42.68,1517.93
11.02.13,27.86,88.28,22.45,48.66,21.03,43.15,1517.01
12.02.13,27.88,88.46,22.58,49.14,21.19,44.35,1519.43
13.02.13,28.03,88.67,23.39,48.68,21.25,44,1520.33
14.02.13,28.04,88.52,23.41,49.22,21.23,44.32,1521.38
15.02.13,28.01,88.36,23.29,48.88,21.115,43.84,1519.79
19.02.13,28.045,89.32,23.75,49.45,21.085,44.5,1530.94
20.02.13,27.87,88.97,23.41,48.61,20.73,43.22,1511.95
21.02.13,27.49,88.59,23.26,48.25,20.25,42.35,1502.42
22.02.13,27.76,89.2,23.39,48.91,20.42,42.79,1515.6
25.02.13,27.37,87.7,22.81,47.7,20.23,41.15,1487.85
26.02.13,27.37,88.51,23.05,47.6,20.58,41.29,1496.94
27.02.13,27.81,89.53,23.37,49.28,20.93,42.16,1515.99
28.02.13,27.8,89.55,23.22,48.92,20.88,41.97,1514.68
01.03.13,27.95,89.43,23.19,48.91,21.03,42.11,1518.2
04.03.13,28.15,88.95,23.27,49.1,21.27,42.94,1525.2
05.03.13,28.35,89.61,23.59,49.49,21.51,43.6,1539.79
06.03.13,28.09,89.56,23.67,50.03,21.75,44.58,1541.46
07.03.13,28.14,88.71,23.68,50.63,21.89,45,1544.26
08.03.13,28,88.97,23.77,50.2,21.58,46.68,1551.18
11.03.13,27.87,89.16,23.62,50.48,21.69,47.6,1556.22
12.03.13,27.91,89.16,23.41,50.28,21.64,46.95,1552.48
13.03.13,27.915,89.26,23.49,50.16,21.655,46.97,1554.52
14.03.13,28.135,89.83,23.69,51,21.65,47.46,1563.23
15.03.13,28.035,89.37,23.44,50.02,21.375,47.26,1560.7
18.03.13,28.1,88.77,23.25,49.51,21.26,46.24,1552.1
19.03.13,28.18,88.58,23.32,49.2,21.14,45.79,1548.34
20.03.13,28.315,88.63,23.46,49.12,21.18,46.09,1558.71
21.03.13,28.11,88.17,23.29,48.35,21.04,45.23,1545.8
22.03.13,28.25,89.29,23.37,48.78,21.33,45.23,1556.89
25.03.13,28.16,89.02,23.24,48.52,21.15,44.49,1551.69
26.03.13,28.155,90.13,23.12,48.64,21.765,44.83,1563.77
27.03.13,28.37,90.58,23.1,47.77,21.83,44.46,1562.85
28.03.13,28.605,90.11,23.12,47.46,21.835,44.24,1569.19
01.04.13,28.61,90.77,23.08,47.83,21.43,43.79,1562.17
02.04.13,28.8,90.58,23.34,48.28,21.455,44.11,1570.25
03.04.13,28.56,89.93,23,46.85,21.05,42.5,1553.69
04.04.13,28.595,89.77,23.08,47.49,21.135,42.77,1559.98
05.04.13,28.7,89.01,22.93,47.91,20.94,43.01,1553.28
08.04.13,28.59,88.6,23.12,48.58,21.09,43.56,1563.07
09.04.13,29.61,88.77,23.06,48.68,21.75,43.89,1568.61
10.04.13,30.28,88.68,23.58,49.25,22.26,45.06,1587.73
11.04.13,28.935,89.22,23.59,49.31,21.825,44.87,1593.37
12.04.13,28.79,88.99,23.46,49.01,21.675,44.78,1588.85
15.04.13,28.69,86.49,22.81,47.93,21.38,44.87,1552.36
16.04.13,28.97,86.61,23.1,48.49,21.915,46.66,1574.57
17.04.13,28.825,86.08,22.76,46.79,21.93,45.74,1552.01
18.04.13,28.79,86.62,22.67,46.64,22.24,45.09,1541.61
19.04.13,29.765,87.45,21.75,47.23,22.44,45.03,1555.25
22.04.13,30.83,88.09,21.35,47.35,22.88,45.15,1562.5
23.04.13,30.6,89.3,21.5,48.17,23.375,46.46,1578.78
24.04.13,31.76,89.43,21.96,48.72,23.66,47.12,1578.79
25.04.13,31.94,88.07,21.95,49,23.38,47.11,1585.16
26.04.13,31.79,88,22.21,48.88,23.4,46.92,1582.24
29.04.13,32.61,88.21,22.27,48.92,23.76,46.82,1593.61
30.04.13,33.1,88.99,22.29,49.01,23.95,46.66,1597.57
01.05.13,32.72,87.51,22.15,48.01,23.99,45.87,1582.7
02.05.13,33.16,88.63,22.32,48.08,24.11,46.54,1597.59
03.05.13,33.49,90.02,22.57,47.57,23.96,46.97,1614.42
06.05.13,33.75,90.58,22.58,48.18,23.91,47.48,1617.5
07.05.13,33.31,91.15,22.68,49.14,24.15,48.11,1625.96
08.05.13,32.99,91.7,23.01,49.76,24.25,49.29,1632.69
09.05.13,32.66,91.03,22.78,49.04,24.36,48.6,1626.67
10.05.13,32.69,90.14,22.9,48.96,24.5,48.75,1633.7
13.05.13,33.03,90.1,22.85,49.67,24.08,48.92,1633.77
14.05.13,33.53,91.11,23.01,50.23,23.84,50.09,1650.34
15.05.13,33.845,91.24,23.24,51.09,24.2,51.34,1658.78
16.05.13,34.08,90.7,23.27,50.97,23.94,50.61,1650.47
17.05.13,34.87,91.76,23.46,52.3,24.04,51.45,1667.47
20.05.13,35.08,92.52,23.57,52.29,24.08,51.6,1666.29
21.05.13,34.85,92.8,23.66,53.02,24.15,51.66,1669.16
22.05.13,34.61,92.19,23.86,53.63,24.07,51,1655.35
23.05.13,34.15,91.79,23.66,53.35,24.05,50.53,1650.51
24.05.13,34.269,91.53,23.53,53.66,23.923,50.52,1649.6
28.05.13,35.02,92.38,23.6,54.6,24.08,51.79,1660.06
29.05.13,34.88,92.08,23.64,54.67,24.27,52.28,1648.36
30.05.13,35.03,92.09,23.6,55.62,24.21,53.27,1654.41
31.05.13,34.9,90.47,23.32,54.59,24.28,51.99,1630.74
03.06.13,35.59,91.46,23.64,54.49,25.24,51.96,1640.42
04.06.13,34.99,90.79,23.66,54.04,25.36,51.23,1631.38
05.06.13,34.78,89.65,23.32,53.03,24.7,50.03,1608.9
06.06.13,34.96,90.23,23.38,53.5,24.65,50.83,1622.56
07.06.13,35.67,91.45,23.86,54.27,24.59,51.6,1643.38
10.06.13,35.47,91.12,23.78,54.36,25.01,51.93,1642.81
11.06.13,34.84,90.46,23.58,53.49,24.71,49.95,1626.13
12.06.13,35,89.74,23.5,53.18,24.46,49.44,1612.52
13.06.13,34.715,91.33,23.68,54.17,24.99,50.29,1636.36
14.06.13,34.4,90.58,23.52,53.13,24.92,49.22,1626.73
17.06.13,35,91.51,23.77,53.85,25.1,49.36,1639.04
18.06.13,34.98,91.93,24.33,54.11,25.465,50.01,1651.81
19.06.13,34.59,91,23.98,53.55,25,49.53,1628.93
20.06.13,33.49,89.05,23.25,52.48,24.185,47.9,1588.19
21.06.13,33.265,89.48,23.36,51.96,24.195,46.87,1592.43
24.06.13,33.715,88.48,22.93,50.92,23.58,45.44,1573.09
25.06.13,33.67,89.11,23.11,52.08,23.88,47,1588.03
26.06.13,34.35,89.8,23.25,52.5,24.005,47.61,1603.26
27.06.13,34.62,90.04,23.32,53.15,24.05,48.28,1613.2
28.06.13,34.545,90.35,23.19,52.79,24.23,47.97,1606.28
01.07.13,34.36,90.3,23.34,52.49,23.886,48.25,1614.96
02.07.13,33.94,90.64,22.9,52.8,23.72,48.15,1614.08
03.07.13,34.01,90.69,22.91,52.77,23.762,47.67,1615.41
05.07.13,34.21,91.57,23.24,53.99,24.06,48.53,1631.89
08.07.13,34.325,92.25,23.32,54.7,23.185,49.52,1640.46
09.07.13,34.35,93.34,23.62,54.89,23.135,50.21,1652.32
10.07.13,34.7,92.82,23.54,54.83,23.25,49.63,1652.62
11.07.13,35.685,93.27,23.94,55.14,23.99,50.04,1675.02
12.07.13,35.67,93.4,23.76,54.97,23.9,50.81,1680.19
15.07.13,36.17,93.25,23.63,54.89,23.94,51.81,1682.5
16.07.13,36.27,93.3,23.43,55.01,24.25,51.83,1676.26
17.07.13,35.74,93.46,23.54,55.27,24.15,51.79,1680.91
18.07.13,35.44,94.38,23.63,56.37,23.244,52.69,1689.37
19.07.13,31.4,95.17,24.72,56.16,23.04,52.35,1692.09
22.07.13,32.01,94.83,24.86,56.56,22.77,53,1695.53
23.07.13,31.82,95.2,24.71,56.67,22.75,52.88,1692.39
24.07.13,31.96,94.99,24.62,56.63,22.93,52.19,1685.94
25.07.13,31.39,94.97,24.69,56.5,23.06,52.66,1690.25
26.07.13,31.62,94.79,24.65,56.05,23.26,52.21,1691.65
29.07.13,31.54,94.03,24.49,55.69,23.24,51.64,1685.33
30.07.13,31.85,93.81,24.48,55.33,23.38,51.78,1685.96
31.07.13,31.84,93.75,24.37,55.73,23.335,52.14,1685.73
01.08.13,31.67,92.73,24.62,56.54,23.2,52.86,1706.87
02.08.13,31.89,91.95,24.7,56.49,23.22,53,1709.67
05.08.13,31.7,91.59,24.52,56.1,22.924,52.87,1707.14
06.08.13,31.58,91.47,24.31,55.49,22.8,51.48,1697.37
07.08.13,32.063,91.34,24.34,55.3,22.7,51.5,1690.91
08.08.13,32.89,91.78,24.33,54.83,22.45,51.78,1697.48
09.08.13,32.7,90.72,24.25,54.52,22.51,51.32,1691.42
12.08.13,32.87,89.89,24.27,54.09,22.64,50.9,1689.47
13.08.13,32.23,89.4,24.2,54.29,22.52,51.77,1694.16
14.08.13,32.35,88.95,24.07,54.15,22.57,51.59,1685.39
15.08.13,31.79,88.16,24,53.29,22.03,50.86,1661.32
16.08.13,31.8,87.91,23.95,53.29,21.915,50.35,1655.83
19.08.13,31.393,86.92,23.85,51.83,22.28,49.33,1646.06
20.08.13,31.62,86.83,23.72,52.12,22.523,49.92,1652.35
21.08.13,31.61,86.42,23.61,51.63,22.17,49.16,1642.8
22.08.13,32.39,86.98,23.78,52.21,22.26,49.91,1656.96
23.08.13,34.75,87.52,23.78,52.32,22.44,49.83,1663.5
26.08.13,34.15,87.09,23.61,51.8,22.275,49.6,1656.78
27.08.13,33.26,86.82,23.18,50.6,22.191,48.24,1630.48
28.08.13,33.02,88.84,23.2,50.58,22.285,48.31,1634.96
29.08.13,33.55,87.27,23.11,50.7,22.06,48.47,1638.17
30.08.13,33.4,87.16,23.14,50.53,21.98,48.33,1632.97
03.09.13,31.88,87.15,23.06,51.13,22.067,49.37,1639.77
04.09.13,31.195,87.76,23.17,51.87,22.635,49.6,1653.08
05.09.13,31.235,87.35,23.16,52.11,22.6,49.86,1655.08
06.09.13,31.152,87.25,23.16,52.56,22.67,49.22,1655.17
09.09.13,31.655,88.04,23.39,52.86,22.91,50.09,1671.71
10.09.13,32.39,87.82,23.87,53.67,22.985,51.09,1683.99
11.09.13,32.74,88.84,24.09,53.26,22.81,50.73,1689.13
12.09.13,32.69,87.98,23.85,52.24,22.63,50.26,1683.42
13.09.13,33.03,88.4,23.78,52.59,23.44,50.49,1687.99
16.09.13,32.801,88.67,24.14,53.14,23.39,51,1697.6
17.09.13,32.93,88.94,24.45,53.09,23.74,51.2,1704.76
18.09.13,33.32,89.58,24.86,53.41,23.9,52.21,1725.52
19.09.13,33.64,89.28,24.46,52.75,23.915,51.95,1722.34
20.09.13,32.791,88.66,24.01,52.8,23.769,51.21,1709.91
23.09.13,32.74,87.75,24.28,51.46,23.62,49.57,1701.84
24.09.13,32.455,87.36,24.32,50.32,23.705,48.96,1697.42
25.09.13,32.505,87.14,24.23,51.7,23.7,49.26,1692.77
26.09.13,32.77,87.07,24.25,51.89,23.41,48.93,1698.67
27.09.13,33.27,86.9,24.05,52.24,22.98,48.89,1691.75
30.09.13,33.28,86.04,23.89,51.69,22.921,48.51,1681.55
01.10.13,33.58,86,24.17,51.96,22.83,48.6,1695
02.10.13,33.92,86.08,24.33,52.09,22.885,48.71,1693.87
03.10.13,33.86,85.5,24.1,51.94,22.6,48.4,1678.66
04.10.13,33.88,86.32,24.05,52.67,22.81,49.14,1690.5
07.10.13,33.3,85.9,23.94,51.83,22.83,48.18,1676.12
08.10.13,33.01,85.51,23.67,50.87,22.48,47.67,1655.45
09.10.13,33.07,85.16,23.57,50.75,22.59,47.95,1656.4
10.10.13,33.76,86.04,24.25,52.52,23.1,49.27,1692.56
11.10.13,34.13,86.95,24.4,52.51,23.255,49.22,1703.2
14.10.13,34.45,87.6,24.38,52.71,23.45,49.6,1710.14
15.10.13,34.49,86.79,24.19,52.31,23.39,48.86,1698.06
16.10.13,34.64,87.31,24.36,54,23.695,50.84,1721.54
17.10.13,34.92,87.48,24.68,54.21,23.92,51.12,1733.15
18.10.13,34.96,87.55,25.55,54.3,23.875,51.15,1744.5
21.10.13,34.99,87.23,26.14,54.27,24.135,51.03,1744.66
22.10.13,34.58,87.98,26.02,53.62,24.071,50.76,1754.67
23.10.13,33.76,87.61,25.7,52.75,23.735,50.19,1746.38
24.10.13,33.72,88.42,25.94,52.48,23.78,50.15,1752.07
25.10.13,35.73,87.97,25.88,52.77,24.235,50.06,1759.77
28.10.13,35.57,88.23,26.09,52.68,24.36,50.15,1762.11
29.10.13,35.52,88.93,26.21,52.73,24.523,50.22,1771.95
30.10.13,35.54,88.81,26.37,52.6,24.495,49.89,1763.31
31.10.13,35.405,89.62,26.14,51.54,24.47,48.78,1756.54
01.11.13,35.525,89.82,26.54,52.51,24.325,48.74,1761.64
04.11.13,35.94,92.1,26.43,52.04,24.255,48.63,1767.93
05.11.13,36.64,91.99,26.42,51.95,24.03,48.38,1762.97
06.11.13,38.18,93.22,26.9,52.1,24.245,48.62,1770.49
07.11.13,37.5,91.96,26.6,51.65,24.059,48.35,1747.15
08.11.13,37.78,92.73,27.05,53.96,24.09,49.94,1770.61
11.11.13,37.59,92.96,27.01,54.1,24.169,50.17,1771.89
12.11.13,37.36,92.67,27.05,53.97,24.43,49.52,1767.69
13.11.13,38.155,92.59,27.15,54.14,24.6,49.99,1782
14.11.13,38.021,93.22,26.99,54.4,24.385,50.21,1790.62
15.11.13,37.841,95.27,27.2,54.87,24.52,50.4,1798.18
18.11.13,37.2,95.45,27.22,55.74,24.6,50.79,1791.53
19.11.13,36.74,95.42,27.03,56.15,24.7,51.17,1787.87
20.11.13,37.08,94.68,26.96,56.1,24.56,50.77,1781.37
21.11.13,37.4,94.69,26.91,57.22,25.23,51.73,1795.85
22.11.13,37.57,95.01,27.08,57.46,23.87,52.41,1804.76
25.11.13,37.64,95.09,26.73,57.65,23.75,53.29,1802.48
26.11.13,37.35,94.27,26.78,57.17,23.65,53.01,1802.75
27.11.13,37.6,93.8,26.83,57.48,23.9,53.05,1807.23
29.11.13,38.13,93.48,26.66,57.22,23.84,52.92,1805.81
02.12.13,38.45,93.52,26.66,56.98,23.7,52.62,1800.9
03.12.13,38.31,94.39,26.56,56.86,23.55,52.13,1795.15
04.12.13,38.94,94.67,26.64,57.19,23.74,52.04,1792.81
05.12.13,38,94.13,26.45,55.82,24.26,51.06,1785.03
06.12.13,38.36,95.65,26.94,56.06,24.82,51.49,1805.09
09.12.13,38.705,95.84,27.19,56.51,24.93,52.11,1808.37
10.12.13,38.11,95.71,27.14,56.7,24.82,51.74,1802.62
11.12.13,37.61,94.26,26.58,56.07,24.42,50.71,1782.22
12.12.13,37.22,95.36,26.54,56.31,24.47,50.91,1775.5
13.12.13,36.69,95.31,26.84,56.17,24.29,50.97,1775.32
16.12.13,36.885,97.22,26.98,56.42,24.45,50.9,1786.54
17.12.13,36.52,96.75,27.03,55.72,24.655,50.69,1781
18.12.13,36.58,99.54,27.41,57.24,25.15,51.96,1810.65
19.12.13,36.25,99.43,27.32,57.23,25.14,51.88,1809.6
20.12.13,36.8,98.68,27.36,57.7,25.055,52.21,1818.32
23.12.13,36.62,98.51,27.4,58.24,25.32,52.41,1827.99
24.12.13,37.08,99.22,27.61,58.25,25.43,52.43,1833.32
26.12.13,37.44,100.9,27.83,58.2,25.7,52.35,1842.02
27.12.13,37.29,101.51,27.83,58.14,25.6,52.26,1841.4
30.12.13,37.29,100.31,27.89,57.95,25.85,51.92,1841.07
31.12.13,37.41,101.2,28.03,58.48,25.955,52.11,1848.36
02.01.14,37.16,99.75,27.5,58.21,25.79,52.27,1831.98
03.01.14,36.91,99.51,27.48,58.66,25.78,53.4,1831.37
06.01.14,36.13,99.66,27.26,59,25.46,53.81,1826.77
07.01.14,36.41,101.07,27.29,58.32,25.585,54.18,1837.88
08.01.14,35.76,100.74,27.21,58.87,25.43,54.81,1837.49
09.01.14,35.53,99.76,27.22,58.76,25.31,55.2,1838.13
